text,class
"b'Irii bangettttt, aaa yo bisa nabung biar bisa nonton konser bangtan'",konser
b'5 Tips berinvestasi yang aman \n\n#investasi\n#properti\n#investasiproperti\n#keuangan\n#motivasiinspirasi\n#investasiaman\n#investasirumah\n#bisnis\n#emas\n#yuknabungsaham\n#semangat https://t.co/uCZvih4IWL',investasi
"b'""Semoga mereka tak mencemooh saya, tapi kamu tak akan pernah tahu nanti seperti apa. Saya sudah siap dan kita akan lihat bagaimana situasinya nanti,"" ujar Courtois. #UCL  https://t.co/WhOJxxbjt3'",sepakbola
b'Tim Putra-Putri Indonesia Raih Kemenangan Perdana Piala Thomas dan Uber 2022 https://t.co/6FX2hmy2Gt #BuluTangkis',bulutangkis
"b'Post Baru: ""5 Tempat Wisata di Bandung yang Patut ..."" \nUrl: https://t.co/39lwXFGbvN\n\nTags: #TempatInstagramableDiBandung #TempatViralDiBandung #TempatWisataAlamDiBandung #TempatWisataAnakDiBandung #TempatWisataBandungTerbaru #TempatWisataDiBandung #TempatWisataDiBandung2022 https://t.co/ZOFn7Wqstd'",wisata
b'eRegistrasi Pajak https://t.co/MCADOKWm97 #registrasinpwp #banggabayarpajak',pajak
"b'Melalui Telkomsel, mencatatkan kerugian yang belum direalisasi atas investasi di saham GoTo pada kuartal pertama tahun ini senilai Rp 881 miliar, tolong investigasi pak @jokowi @erickthohir @ListyoSigitP  #asabri #telkom #bumn #goto https://t.co/HToAYMTzoV'",investasi
b'Berita Saham dan IHSG Hari Ini : https://t.co/i36wQwQ00F',investasi
b'Malem Gaes!\nAku mau cerita ttg sebuah film yg gak lama lagi akan tayang di bioskop nih. Filmnya menghibur bangeet\n\n#FilmSrimulat #SaatnyaIndonesiaTertawa',film
b'Liverpool menderita patah hati Liga Champions pada malam yang kacau di Paris ketika gol babak kedua Vinicius Junior memastikan trofi untuk Real Madrid untuk ke-14 kalinya dalam sejarah mereka. https://t.co/HyOBDxDo7o',sepakbola
"b'Hal terlucu, mom bilang, de kasih tau cici tuh, mukanya biar kinclong jg. Jujur, kalo harga kemurahan tuh gw segan kasih tau nya \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 org kaya masa dikasih cb skincare harga dibawah 50rb \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",kecantikan
"b'Kamis, 07 April 2022. Pukul 10.00 WIT Bertempat di Ruang Rapat Bagian Hukum Sekretariat Daerah Kabupaten Nabire, berlangsung Pembahasan rancangan Peraturan Bupati tentang Rincian Kurang Salur Alokasi Dana Kampung, Bagi Hasil Pajak Daerah Dan Bagi Hasil Retribusi Daerah https://t.co/aOKra9Yutf'",pajak
b'Manchunian disana tuh engga mau bikin demo buat klubnya sendiri apa ya? Kali-kali kasih tekanan kepada para pemain gitu. Macam kejadian Dortmund musim 13/14 pas didemo sama fans sendiri.',demokrasi
b'Bakal ada tanda tanda n c t konser ga seeeeeeeh w bimbankk \xf0\x9f\x98\xad',konser
b'Mana nih yang ngaku suka horor? Dah pada nonton drakor ini belom?\n#TerminalMojok\n\nhttps://t.co/KvJcLOFnmU',film
"b'Jika islam di terapkan secara kaffah  insya Allah kemakmuran, kesejahteraan, keadilan dan aneka kebaikan akan kita nikmati.\n\nFaktanya, harapan perubahan dg gerbong demokrasi ke arah yang lebih baik sampai detik ini tak dapt kita raih \n#keadilan_Hanya_Ada_Dalam_Islam\xf0\x9f\x8f\xb3\xf0\x9f\x8f\xb4 https://t.co/lifjcoaPCs'",demokrasi
b'Ini hanyalah demo permulaan mahasiswa. https://t.co/hnlZrQYcpp',demokrasi
"b'Penerimaan Mahasiswa Baru!\nbanyak beasiswa yang terbuka, yuk buruan daftar!!!\njikalau ada yang berminat/tanya-tanya bisa hubungi kaka yaa! \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n\n#beasiswa #beasiswadalamnegeri #infobeasiswa #UTBK #SBMPTN #JalurMandiri #PTS #PTN #pengejarbeasiswa #camaba #peraihbeasiswa https://t.co/hitnwaywye'",beasiswa
"b'Film KKN di Desa Penari Versi Extended Tayang Hari Apa, Jam Berapa dan Ditayangkan Dimana? Cek Infonya Disini \n\n#kkndidesapenari #KKNMovie \n\nhttps://t.co/uXx0MGRkR8'",film
"b'17 Menit Awal Perdagangan, IHSG Terpangkas 54 Poin https://t.co/vBcWGHf7AF'",investasi
b'saksikan aksi para atlet bulutangkis Indonesia merebut piala Thomas dan Uber di minipack Indisports 3. #InternetnyaIndonesia  #AktivitasTanpaBatas https://t.co/JGoCKvM2nj',bulutangkis
"b'Penasaran, di sini kan ada beberapa pebulutangkis yang orang tuanya pernah jadi atlet bulutangkis juga. Kayak Tommy Sugiarto, Naufal Kusharjanto, &amp; Bilqis Prasista. Nah, atlet negara lain adakah yang anak dari mantan pebulutangkis juga?'",bulutangkis
"b'FOMO banget, barusan ngobrol sama kenalan yang masih kuliah tapi udah pinter banget investasi saham, sedangkan gw umur 24 baru mau mulai nabung di reksadana. Gapapa2 \xf0\x9f\x98\x85'",investasi
"b'Antonio R\xc3\xbcdiger segera meninggalkan Chelsea. Ia pun mengungkap sejumlah kenangan tak terlupakan di Chelsea, salah satunya ketika juara Liga Champions. https://t.co/Nf933aQxwJ'",sepakbola
b'Polri kawal unjuk rasa dengan humanis di tengah kesucian dan kekhusyuan ibadah Ramadhan.\n#KamiBersamaJokowi \n#Ramadhan https://t.co/UnWmiQYN37',demokrasi
"b'pa dan kakek, bagaimana kalau #TaeyoungIndustries memberikan Beasiswa untuk S1, S2 bahkan S3, Ke sana, tapi realisasinya setelah adek ada disana ya, adek mau ikut meresmikan dan juga mau menjadi tim seleksinya juga, hmm. \n\nkarena sampai detik ini,'",beasiswa
"b'#DesaWisataNusantara\n\nHai, Aku membagikan Wisata Curup Jepun Kampung Negeri Baru Kecamatan Umpu Semenguk Kabupaten Way Kanan Lampung\nMari Nikmati Keindahan alam dan Kulinernya \ndari aplikasi Desa Wisata Nusantara\nhttps://t.co/bpSLs0Kv6z https://t.co/Q8iDhziPz2'",wisata
"b'Partai Mahasiswa Indonesia: Menjelang Pemilu 2024, muncul sejumlah partai baru salah satunya Partai Mahasiswa Indonesia yang cukup disorot belakangan. Partai ini terdaftar di Kementerian Hukum dan HAM. https://t.co/xCuUuGBckD #Politik #GerakanMahasiswa #pemilu2024'",demokrasi
"b'Debut Syabda Perkasa Sukses, Indonesia Juarai Grup A\xc2\xa0di Piala Thomas 2022 https://t.co/GX4MOeRfVC'",bulutangkis
b'Pajak 11 persen itu Anjing banget',pajak
b'gua liat peringkat to anak anak beasiswa ngeri ngeri sedep udah ada yang sampe 600+ gua yang bisa sampe 300-400 aja udah capek bangettt ya Allah gimana ya caranya biar bisa jawab soal',beasiswa
"b'Dalam sistem demokrasi kapitalis, aturan dapat dibuat dan dirubah sesuka hati para pemilik modal.\n\nMustahil peraturan berfihak kepada Rakyat. https://t.co/8BiMVbwe7y'",demokrasi
b'Ronald Koeman resmi bakal gantikan Louis van Gaal latih Timnas Belanda. Ia bakal menakhodai tim Oranje usai Piala Dunia 2022. https://t.co/kNWAS8plyN',sepakbola
b'IHSG sementara mantul di support 6510-6530...tekanan jual asing sudah menurun. Saat ini ada di 474 Milyar...kita tunggu sampai closing. Semoga candle rejection bertahan dan jadi sinyal bagus untuk selasa depan. https://t.co/J4OgoKnqD8',investasi
"b'Direktorat Jenderal Pajak (DJP) terutama Kanwil DJP Bengkulu dan Lampung berkomitmen untuk terus menjaga integritas dalam melaksanakan tugasnya.\n\nApabila #KawanPajak menemukan pegawai DJP yang terindikasi menerima gratifikasi, silakan laporkan melalui sa\xe2\x80\xa6 https://t.co/mQilhdb36D https://t.co/ioeSCYPP1z'",pajak
b'Puncak Jahim merupakan salah satu destinasi wisata dan rest area yang terdapat di Jawa Barat. Area puncak Jahim merupakan milik dari Perhutani.\n\nhttps://t.co/OvlgaVcci0',wisata
b'Benfica vs Liverpool menjadi salah satu laga yang disajikan di babak perempatfinal Liga Champions. Si Merah difavoritkan menang dalam laga itu. https://t.co/8bhgzNn2gZ',sepakbola
"b'Thats why gue bilang di tweet sebelumnya. Buat kamu yg gak kenal Srimulat. Justru bagus, karena ini bisa jadi ajang pengenalan awalmu dengan grup lawak legendaris tersebut lewat film. So, yuk nonton #FilmSrimulat #SaatnyaIndonesiaTertawa sudah tayang per 19 Mei 2022 di bioskop. https://t.co/IaRu5RAw0R'",film
"b'Jadwal Film KKN di Desa Penari Hari Ini 20 Mei 2022 di Bioskop XXI, CGV, Cinepolis Bandung dengan Harga Tiket https://t.co/j0UIGueofy'",film
b'SOAL DAN PEMBAHASAN TES BAKAT SKOLASTIK LPDP 2022 (Part\xc2\xa05) https://t.co/HnaPlTHidt https://t.co/onHYwEPmUP',beasiswa
"b'Tiba"" kepikiran kalo astro konser kesini harga tiket konser nya berapa ya.. harga buat AAF aja dikr sejutaan \xf0\x9f\x98\xad'",konser
b'Skincare routine saya tertunda karena menonton rv',kecantikan
b'Katanya konser D\xe2\x80\x99FESTA di mulai besok tgl 8?? \n@BTS_twt https://t.co/94Io2seglA',konser
b'3 Konsep yang Harus Dimiliki Wisata Halal di Indonesia dan Potensinya https://t.co/mPz70RzsQx',wisata
b'Hii di sini ada yang pake skincare Somethinc?? Boleh minta tolong buat isi kuesioner aku enggaa',kecantikan
b'Pendapatan pajak restoran di Kabupaten Bekasi mulai naik per Mei 2022. https://t.co/o8nvVbHPMX',pajak
"b'dulur dan #sobatwisata\n\nDisparbud Pastikan Empat Desa Wisata Trenggalek Mengikuti Anugerah Desa Wisata Indonesia (ADWI) Tahun 2022\n\nUntuk memastikan terpenuhinya syarat dan ketentuan ADWI 2022, Disparbud lakukan desk langsung terhadap empat desa wisata Kabupaten Trenggalek https://t.co/vFo4vq6aEI'",wisata
b'Hasil Drawing Fase Grup Cabor Sepakbola Putra #SEAGames2021 \nPlay: 6 Mei - 15 Mei 2022\n\n\xf0\x9f\x93\xb7 @panditfootball https://t.co/UCUD8wCmd0',sepakbola
"b'Era Suharto dgn Jokowi beda,dulu yg demo mahasiswa sekarang mahasewa. https://t.co/TESLcUFLKV'",demokrasi
b'Menteri Polhukam\xc2\xa0Mahfud Md\xc2\xa0angkat bicara terkait isu perpanjangan masa jabatan presiden 3 periode. Mahfud menegaskan wacana presiden 3 periode sudah tutup buku.\n\n@jokowi Gas Pol Demokrasi https://t.co/dzwSrOjh4W',demokrasi
b'Nasib Everton yang berjuang di papan bawah disorot Victor Anichebe. Mantan penyerang The Toffees itu meminta Frank Lampard segera dipecat. https://t.co/EKphOU3aaE',sepakbola
"b'Gak sia sia ku tahan gak nonton bulutangkis, yuk semangat yukkk'",bulutangkis
b'Alhamdulillah dapet kabar bahwa permohonan refund pajak udah lulus dan lg proses refund \xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',pajak
"b'semoga win nanti bisa main di series atau film kerjasama netflix/film dengan plot, cerita yg bagus lagi ya \xf0\x9f\x92\x9a\xf0\x9f\x92\x9a berharap kamu akan lama di industri ini, tapi apapun keputusan dia nanti gue sebisa mungkin mendukung. klo masih ------'",film
"b'Ludes, Tiket Konser Justin Bieber Diburu Beliebers Indonesia. Tapi Tenang, Ada Jadwal Tambahan #JustinBieberinJakarta  https://t.co/022Fmcmix6'",konser
"b'Sebenarnya, kalau dikasi kesempatan satu kali dan bisa dapetin itu, kamu pengen banget nonton konser BTS di negara mana? \xf0\x9f\x98\x8d'",konser
b'gua capek banget nonton bulutangkis',bulutangkis
b'masker antioksidan kulit manggis juga termasuk dalam kategori perawatan kulit alami terbaik silahkan di coba yah cantik maksimalkan kulit mu. https://t.co/55EAldSQ4Q',kecantikan
"b""Mesti ada hikmah kenapa tak menang harini, maybe sea games? or Thomas Cup akan datang? Sudirman Cup? We don't know.. but jangan lupa satu je, tetap support diorg. Tkde siapa nak kalah\n#ThomasCup2022""",bulutangkis
"b'IHSG Terjun 4,42% ke 6.909 pada Senin (9/5), 10 Saham LQ45 Turun Lebih Dari 6% https://t.co/GiOhbNtfKM #IHSG'",investasi
b'Gelar juara tim Indonesia di Thomas Cup telah genap 14\nhttps://t.co/6DZ4A94ruZ\n\n#radius #wargabaik #supermedia #laporkankejadiandisekitaranda #wargabaikmenangbanyak #thomascup #indonesia #bulutangkis #badminton #badmintonindonesia #pialathomascup #timindonesia #thomascup2022 https://t.co/6u1z7Pyzzs',bulutangkis
"b'Teman Askrindo, setiap investasi itu pasti ada risiko kerugian termasuk saham! Pastikan kamu sudah mempelajari jenis investasi sebelum memutuskan untuk berinvestasi.\n\nCoba dong share dong jenis investasi yang pengen kamu pelajari! https://t.co/MbvO6ZtGdt'",investasi
"b'Bakesbangpoldagri Kabupaten Madiun Rilis Buku Indeks Demokrasi Indonesia 2020-2021: Kepala Bakesbangpoldagri Kabupaten Madiun, Sigit Budiarto (kiri) menunjukkan buku Indeks Demokrasi Indonesia (IDI)\xe2\x80\xa6 https://t.co/BaF17W0wuR #beritabaik #timesindonesia #ketahananinformasi'",demokrasi
b'Bgmn bisa Demokrasi....suara utk  Bayu Airlangga 25 DPC &amp; Emil Dardak 13 DPC tp yg menang Emil Dardak...klo begitu apain diadakan Musda...cuma ketum partai kecil sudah otoriter...apalagi RI 1\xf0\x9f\xa4\x94\xf0\x9f\x98\x87 https://t.co/QypWwLYrwP',demokrasi
"b'Ketika pendeta mengharamkan dukun, eeeh ini petugas pajak malah ngomongin pajak, ya kagak nyambung \xf0\x9f\x98\x82 https://t.co/W7wb0qZ6Rv'",pajak
"b'Gandeng Bank BNI, ITBMP Berikan Beasiswa untuk Mahasiswa Berprestasi https://t.co/nNZnG8Osdu https://t.co/1RmGiGaBZT'",beasiswa
b'rv msih makeup apa ya',kecantikan
b'Rekomendasi Beli! Saham Unilever Menguat 20 Persen Ditopang Pertumbuhan Kinerja - Republika #saham #investasi https://t.co/BQNqEqRJqx',investasi
"b'Sandi Targetkan 1,1 Juta Lapangan Kerja Tercipta di Sektor Wisata 2022 - CNN Indonesia: Sandi Targetkan 1,1 Juta Lapangan Kerja Tercipta di Sektor Wisata 2022\xc2\xa0\xc2\xa0CNN Indonesia https://t.co/ximb8KYi5w'",wisata
b'gue ada webinar beasiswa  shajhanasjsjdb STOP MAKSA IKUT BUKBER',beasiswa
b'SchApp! Kakak-kakak ada yang tau info beasiswa kuliah buat maba/camaba selain kip ga? Yang ga ada persyaratan menang lomba. TIA!',beasiswa
b'Hasil Lengkap Drawing Sea Games 2022 Cabang Sepakbola: Indonesia di Grup... https://t.co/GEoMEnd7Kw lewat @YouTube',sepakbola
b'Tak pernah2 tengok drama melayu nangis terokk cmni biasa drama korea dengan hindustan je sampai hingus2 keluar tapi skrg banjir dah sama level dah ni \xf0\x9f\xa5\xb9\xf0\x9f\x98\xad',film
"b'Sesuai arahan Gubernur Sugianto Sabran, Pemerintah Provinsi Kalimantan Tengah melalui Badan Pendapatan Daerah mengeluarkan kebijakan relaksasi pajak kendaraan bermotor.\n\nYuk, langsung bayar Pajak Kendaraan di kantor Bersama SAMSAT terdekat. \n\n#setdakalteng #kaltengmakinberkah https://t.co/ZKkeuNznHH'",pajak
"b'Mau Jatuhkan Jokowi Pakai Golok, Moeldoko: Sungguh Mengerikan, NII Ini Lebih Dahsyat dari Kartosoewirjo.\n\nSetau saya ya , Pak Moeldoko :) Istana pasti memiliki penjagaan Ketat , nyatanya saat demo Mahasiswa di Istana Merdeka dialihkan/ Ditutup Jln.merdeka\nhttps://t.co/k04eTCJpFp'",demokrasi
"b'Persebaya Surabaya Tambah Kontrak Aji Santoso, Kambuaya &amp; Rachmat Irianto Lepas https://t.co/4VlVxmvx1v #beritajogja #jogja #jogjaistimewa https://t.co/9ijiJ3f4ym'",sepakbola
b'Atletico sepakbola negatif',sepakbola
"b'Karakter Mr Gu di drama Korea My Liberation Notes sukses bikin penonton baper. Meski terkesan cuek, bahasa cinta Acts of Servie yang dimilikinya sangat hangat. https://t.co/VfB9xcYLPH'",film
"b'Araujo : ""Saya tiba di Montevideo ketika saya berusia 16 atau 17 tahun. Perkembangan sepakbola saya sangat cepat. Saya bermain untuk tim muda Rentista selama enam bulan. Mereka adalah klub utama di Montevideo.'",sepakbola
b'Dibbuat anak perusahaan untuk investasi saham perusahaan malah tugibhingga 22%&gt;\n#GuritaTelkom\nhttps://t.co/iqnRJWG8G7 https://t.co/oOVJCvqGvr',investasi
b'Asosiasi Duta Wisata Indonesia (Adwindo) mendorong pemuda untuk semakin mengeksplorasi destinasi wisata baru di Indonesia',wisata
b'Sepakbola sama One Piece udah jadi bagian hidup gw.\nI LOVE BOTH',sepakbola
"b'banyak yang mempertanyakan bagimana cara Atletico bermain. menurut gue cara bermain mereka bukan merupakan hal terlarang dalam sepakbola, cara mereka meredam... ya mereka sadar kalau bermain terbuka, bahaya segera menghampiri mereka. buktinya, mereka kebobolan hanya 1 goal.'",sepakbola
"b'Ketika mau investasi : "" Nabung saham ah biar cepet pensiun "". Ketika investasi : "" Kapan pensiun nya ""'",investasi
b'Hasil Liga Champions 2021-2022 Semalam: Beda Nasib Real Madrid dengan Bayern Munich #LengkapCepatBeritanya #Bola #SepakBola #LigaChampion #ChampionsLeague . https://t.co/cAm5Ldb2H4',sepakbola
"b'Thomas Tuchel murka setelah dikalahkan Real Madrid 1-3, ia sampai bertanya-tanya, kualitas The Blues hilang ke mana ya? \xf0\x9f\xa4\x94 #UCL  https://t.co/ge4wgrqWmz'",sepakbola
"b'Ternyata udah buat Partai sendiri, makanya demo terus..hahahhah :) bukan nya belajar yg rajin sana, mikir besok mau jadi apa, eh ini malah ikut2an politik praktis..wkwwkwkwk\xf0\x9f\x98\x85\xf0\x9f\x98\x85\nhttps://t.co/V3STsArFpD https://t.co/MwHkbuJ4oj'",demokrasi
b'Hasil Liga Eropa 2021-2022 Semalam: Barcelona Tak Mampu Menang atas Eintracht Frankfurt #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/jtMVF1oOAN',sepakbola
b'Beasiswa Pemuda Tangguh Surabaya\xc2\xa02022 https://t.co/EBDdSXX6CR',beasiswa
b'Guru sy sempet\xc2\xb2nya ngajakin sy main bulutangkis pas liburan\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\n\n*Bukan ngajak tp lebih ke nantangin \xf0\x9f\x99\x8f',bulutangkis
"b'Mutiara Hikmah\n\nNilai dasar demokrasi adalah memanusiakan manusia dan mengaturnya agar pola hubungan antar manusia itu saling menghormati perbedaan dan mampu bekerjasama, sehingga menciptakan kesejahteraan bersama\n\nK.H. Abdul Wahab Chasbullah https://t.co/5hsuRJpSMW'",demokrasi
"b'Liverpool Butuh Bantuan Aston Villa, Ini Respons Steven Gerrard https://t.co/Q42abV9DfH'",sepakbola
b'Demokrasi harus berlandaskan kedaulatan hukum dan persamaan setiap warga negara tanpa membeda-bedakan. #hasanah',demokrasi
"b'Annyeong Chingu!\n\nJangan lupa buat ikutin keseruan kita hari Jumat, 8 April 2022 LIVE di IDN App . Kita juga bakalan giveaway 5 tiket konser online BTS: Permission to Dance Las Vegas TANPA DIUNDI! \n\nYuk download aplikasinya sekarang! https://t.co/poxsr2WtNU'",konser
b'Aku suka nonton film\nFilm Marvel dri awal smpai akhir Adi ikuti\nBukan di bioskop\nTpi lewat layar HP\nTpi paling seru itu yah the Avengers end game\nDn captain america\nPaling gak suka yah film spidermannya\nLainnya Adi nonton\nTpi klau spidermannya kenapa gak tertarik',film
"b'Harga batubara melonjak, sejumlah emiten pertambangan pun memanfaatkan momen tersebut dengan menaikkan target produksi tahun ini.\n\n#milenialinvestasi #sahamcuan #pintarinvestasi #investasicerdas #BatuBara #UNTR #saham https://t.co/71rPiTcd2S'",investasi
"b'Mendingan Mahasiswa DILARANG DEMO,\nDiganti dgn AUDIENSI DEBAT TERBUKA,\nPemerintah Fasilitasi,  Jd Mahasiswa  ga bisa lg cuma mau Show Cari Panggung Politik,\nBerani Maju Ke Audien, Harus Punya Ilmu &amp; Punya Data Akurat atas yg mau diprotesnya...\n\n@teddygusnaidi\n\n\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8 https://t.co/c8K3r5Xr7e'",demokrasi
b'Dulunya Luhan adalah kapten sepak bola',sepakbola
b'Hadirnya kepolisian dalam aksi unjuk rasa 21 April 2022 berhasil mencegah adanya upaya provokasi dan kericuhan https://t.co/RB1l5Cwrur',demokrasi
"b'David da Silva menjadi top skor Persib Bandung musim ini, tak hanya itu pemain asal Brasil itu juga mengukir rekor anyar soal gol tercepat Maung Bandung. Hadenya wargi Jabar.\n\nhttps://t.co/BwkJmYLrB9'",sepakbola
"b'Drama Eve Ubah Jadwal Tayang, Ungkap Alasan Gak Gelar Konferensi Pers https://t.co/tS4n7pXqC2 https://t.co/Dqqdm44VXN'",film
"b'ugm_fess daftar beasiswa pertamina tuh harus lewat simaster &amp; website yaaa? aku kelewatan yg di simaster, ga sempet minta surat rekomendasi \xe0\xb2\xa5\xe2\x95\xad\xe2\x95\xae\xe0\xb2\xa5'",beasiswa
b'Beasiswa Penuh + Biaya Hidup - Kartu Indonesia Pintar Kuliah (KIP Kuliah)\n\nBACA: https://t.co/sQDHQMbJv3\nDEADLINE: 31 Oktober 2022\n\nCHAT WhatsApp: https://t.co/8yhRQxeAKZ https://t.co/vjZqWvWooA',beasiswa
"b'Gagal Temui Jokowi, Mahasiswa Bakal Gelar Demonstrasi Lagi \n\n* Mungkinkah demo pesanan ?\nDemo a/n kan Rakyat, padahal rakyat sangat terganggu, mau kerja harus lewat situ terhalang\n\nhttps://t.co/DJiXqRy918'",demokrasi
"b'Hasil Timnas Futsal Indonesia vs Thailand di Piala AFF Futsal 2022: Sempat Unggul, Skuad Garuda Harus Puas Imbang 2-2 #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/TxpZkm8DSs'",sepakbola
"b'#BeritaBali \n5 Eks Persija Reuni di Bali United, Lihat Apa yang Terjadi, Penuh Senyum\n@BaliUtd \n#ekspersija\n#baliunited\n#sepakbola \nhttps://t.co/XV8SrF4ojt'",sepakbola
"b'Jual Spirulina Skincare Herbal di Bantul, WA: 089672741910 LINE: blz0121v(Berna) #SpirulinaSkincareBantul https://t.co/mMImgn4K3m'",kecantikan
"b'Beasiswa Ujung Negeri dari Universitas Pertamina, Buka Peluang Wujudkan Mimpi Anak Bangsa di Daerah 3T https://t.co/67lFrBJz4T #GayaHidup #Karir #Pendidikan #SosialBudaya #BeasiswaUjungNegeri https://t.co/41WgiaMys8'",beasiswa
"b'Alhamdulillah, Selama Ramadan Warga Jatim Dapat Gratis Pajak Kendaraan https://t.co/CJZpuUZ9mN #beritaterkini #infoterkini #jawatimur'",pajak
"b'gimana ya rasanya ketemu idol ga sengaja, kyk lg bare face tanpa makeup, melokal HIKS'",kecantikan
"b'Tv dirumah renyek, jd selama turnamen bulutangkis ini hp sibuk bgt'",bulutangkis
b'Harga Karpet Vinyl Lapangan Bulutangkis Indoor https://t.co/cLgivsEay1',bulutangkis
b'Berbuat baik terhadap sesama dalam hal terkecil juga investasi.. Ga sah lah pake dana panas cuma buat ngikutin hype karna temen2 perkopian bahas crypto serok cuan to the moon.\n\nHigh Risk High Return',investasi
"b'tempat wisata itu indah, lebih indah lagi kalo wisatawan yg berkunjung turut tanggung jawab pada sampahnya masing2'",wisata
b'Indonesia Bungkam Prancis 5-0 di Penyisihan Piala Uber 2022 https://t.co/CuHeybyizw',bulutangkis
"b'Amanahnya jelas, ""NEGARA berdasarkan atas KE-TUHAN-AN YANG MAHA ESA, tersurat dlm Pasal 29/1 UUD 1945! Sdhkah Demokrasi, sbg Bentuk Tata Penyelenggaraan Negara, sesuai dg Amanahnya? Atau dg Amanah Pasal 29/1 UUD 1945 dibangun Bentuk Tata Penyelenggaraan Negara yg unique di dunia?'",demokrasi
b'Daftar Drama Korea Tayang di Disney Plus Hotstar\n\nhttps://t.co/4qqhdBlrDt',film
b'nyerah deh skincare pake yg biasa\xc2\xb2 ajalah rindu aku sama wajah tanpa jerawat :) gapaham lg gmn skincare',kecantikan
b'#DesaWisataNusantara wisata alam Denda Seruni https://t.co/HWQEixifsB',wisata
"b'me: cry krn udh ngabisin banyak uang buat skincare n makeup, but still ugly\n\nalso me: happy krn selalu di panggil ""adek cantik"" sama satpam komplek\n\n\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'",kecantikan
b'PORTOFOLIO kerugian TELKOM \n\nPenurunan harga saham PT GOTO yang signifikan membuat PT Telkom Indonesia Tbk. hrus membukukn unrealized loss atau kerugian yg blm terealisasi hingga Rp811 M \xf0\x9f\xa7\x90\n\n#TelkomHarusDireformasi\nRiriek Adriansyah\nInvestasi Telkom Rugi\n\nhttps://t.co/RZYeZcitOq',investasi
b'Ganda Putra Pramudya/Yeremia Berpeluang Besar Bawa Medali Emas Bulutangkis SEA Games 2021: Pasangan ganda putra Indonesia Pramudya Kusumawardana/Yeremia Erich Yoche Yacob Rambitan berpeluang besar meraih medali emas nomor https://t.co/j5xax7oMsE',bulutangkis
b'Kapan Film The Doll 3 Tayang di Bioskop? Catat Tanggal Rilis Perdananya Berikut Ini https://t.co/ogY6JE2lkk #beritaterkini #infoterkini #BeritaViral',film
"b'Teruntuk saudaraku investor crypto:\n\nSekedar mengingatkan, dibawah $1 ada $0,1 terus dibawahnya lagi nanti masih ada $0,001. Makasih.'",investasi
"b'beli netflix; sehari marathon film, 29hari ga nntn apa2 mager ngantuk'",film
"b'Berarti sekarang setiap isi gopay/shopeepay, kita kena PPN 11% + biaya admin gituu?\nhttps://t.co/FwbEEvS7ew'",pajak
b'Terletak harapan ah pulak untuk thomas cup tahun ni hm',bulutangkis
"b'Rating Film Srimulat: Hil yang Mustahal untuk penonton usia 13+ ya tweeps. Kuy tertawa kompak di bioskop sembari nonton #FilmSrimulat\n#HilYangMustahal #SaatnyaIndonesiaTertawa bareng keluarga, sodara, gengs, komunitas. Ajak semuanya  \xf0\x9f\xa4\x97'",film
"b'Halo Kolomers\n\nBagaimana Puasa Ramadan hari ke limanih? \xe2\x98\xba\xef\xb8\x8f\n\nDalam nuansa Ramadan ini, Kolom Desa merekomendasikan 5 tempat wisata religi yang ada di Tanah Jawa, jadi Kolomers bisa update informasi nih  \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\n\nYukk kita cek bersama-sama.\n\nSalam Suara Desa, Suara Indonesia. https://t.co/8P2mvqWA6J'",wisata
"b'genjot ekonomi, tumbuhkan usaha mikro dan insentif produk2 dalam negeri dan produk eksport.. Otomotasi daya beli meningkat dan silahkan naikan pajak,...'",pajak
"b'History\xe2\x80\x94 Revolusi Cina\n\nDr. Sun Yat Sen dan partainya Kuo Min Tang menginginkan negara Cina baru yg menganut San min Chui (sosialis, demokrasi, nasionalis).'",demokrasi
"b'Di monarki absolute, seorang raja yg hendak naik tahta/sedang berkuasa jauh hari mengembara di poros terbawah, bkn menjelang pilpres, agr paham tujuanx menjadi raja apa? Meski di demokrasi &amp; modern ini sangt mustahil/di nilai kolot, dr situlah tercetak raja sebenarx @mohmahfudmd'",demokrasi
b'Tottenham Hotspur kabarnya tertarik memulangkan Christian Eriksen lagi ke London. The Lilywhites kepincut lagi dengan performa mantan gelandangnya itu. https://t.co/Z8JTK9a3ac',sepakbola
b'Tim Thomas Cup &amp; Uber Indonsia ke Perempat Final kejuaraan Beregu Bulutangkis\nsemoga berlanjut ke semifinal\ntetap semangat Indonesia tim @bulutangkisINA @bulutangkisRI',bulutangkis
